Time_ms,Encoder_Angle,Commanded_Angle,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
1230.000000,-38.957902,-40.384935,0.088217,0.897761,9.851100,-7.727931,2.314204,-0.285672
1240.000000,-38.982692,-40.471224,0.299876,1.742460,10.174087,14.114141,-0.810038,2.651625
1250.000000,-38.925547,-40.500000,-0.130552,2.579059,10.066727,-12.254539,2.946684,6.832061
1260.000000,-38.904831,-40.471224,0.203118,2.090250,9.544958,0.946297,-0.863934,14.726618
1270.000000,-38.684125,-40.384935,-0.223865,3.160762,9.806792,-0.044892,-3.475529,20.822360
1280.000000,-38.503977,-40.241258,0.274651,1.541986,9.927678,-3.851632,3.007343,30.143851
1290.000000,-38.239947,-40.040396,-0.012713,0.717801,9.555419,-6.581728,-14.048619,35.107306
1300.000000,-37.865376,-39.782634,-0.336249,0.196346,9.912238,4.762974,2.716136,36.403806
1310.000000,-37.673219,-39.468338,0.248391,1.294180,10.084288,-0.470898,-8.737456,36.564667
1320.000000,-37.188755,-39.097956,-0.083781,1.076331,10.006239,1.717369,-11.395411,40.794368
1330.000000,-36.808010,-38.672014,-0.191931,1.595935,9.811325,7.517482,-0.204595,44.208058
1340.000000,-36.311561,-38.191117,-0.067994,0.714653,9.641239,2.816435,6.240582,49.492016
1350.000000,-35.810569,-37.655948,-0.092942,2.575250,9.851249,-2.183801,-0.044426,51.426370
1360.000000,-35.390008,-37.067267,-0.229114,1.083493,9.572081,4.250785,0.549507,57.729717
1370.000000,-34.722705,-36.425913,0.216733,1.665091,9.352518,2.575795,8.284650,62.063838
1380.000000,-34.155392,-35.732795,0.080266,3.315876,9.511867,-9.093802,4.789539,66.210969
1390.000000,-33.536130,-34.988898,-0.323822,3.031898,9.499709,-2.560385,-3.109190,74.977740
1400.000000,-32.624176,-34.195281,0.154322,0.865360,9.734857,-0.494379,4.428093,84.974654
1410.000000,-31.883205,-33.353070,-0.067223,1.541277,9.834824,2.024203,6.157797,87.924262
1420.000000,-30.901149,-32.463463,0.233844,1.051747,9.878310,3.604762,-5.434422,90.819026
1430.000000,-30.084822,-31.527723,-0.153296,2.064167,9.694058,-4.744649,12.420971,94.982659
1440.000000,-29.024783,-30.547181,-0.395970,1.208758,9.868527,2.655296,-3.216038,101.401214
1450.000000,-28.104670,-29.523229,0.142585,1.366116,9.753452,-3.691866,7.096089,103.235524
1460.000000,-26.986068,-28.457324,0.079754,0.941407,9.674307,14.145867,-3.111831,108.862102
1470.000000,-25.882813,-27.350979,-0.257957,0.615159,9.687010,-6.773780,0.372809,110.739393
1480.000000,-24.901690,-26.205766,0.216593,1.037380,9.943707,2.070399,-3.707791,113.272089
1490.000000,-23.650442,-25.023314,0.000057,0.997550,9.797095,-8.289956,1.566409,116.896515
1500.000000,-22.594720,-23.805303,-0.023163,1.601899,9.575948,-2.913215,4.890540,118.211007
1510.000000,-21.381904,-22.553462,-0.063376,1.000908,9.702237,-5.900508,-3.170626,123.062183
1520.000000,-20.133284,-21.269573,0.313804,-0.154712,9.674772,-3.128208,-0.016860,125.883173
1530.000000,-18.903339,-19.955457,-0.057671,0.267156,9.902990,7.378380,-5.737446,126.319863
1540.000000,-17.719371,-18.612984,-0.166976,0.360953,9.544981,12.862672,-6.712274,127.576965
1550.000000,-16.284714,-17.244061,-0.436034,1.619556,9.900160,-6.979636,6.076448,128.594004
1560.000000,-15.151499,-15.850634,0.066481,1.296206,9.685258,-5.755596,-3.864716,134.949632
1570.000000,-13.754490,-14.434681,-0.215759,0.275086,9.753309,8.186648,-2.642997,136.985419
1580.000000,-12.421917,-12.998216,-0.192138,1.679471,10.036760,-4.442643,2.038028,138.257585
1590.000000,-11.064862,-11.543280,-0.107378,1.883910,10.092679,-0.838096,7.150663,142.678677
1600.000000,-9.551346,-10.071940,0.128176,0.421446,9.790479,1.853181,-0.042780,148.074255
1610.000000,-7.959259,-8.586288,-0.073767,0.585092,9.872860,-5.361571,3.068518,150.009566
1620.000000,-6.428335,-7.088434,-0.105172,0.363922,9.775125,5.554788,-0.930067,152.706544
1630.000000,-4.979973,-5.580507,0.061466,0.240587,9.979693,-5.083481,15.090352,153.128050
1640.000000,-3.488442,-4.064649,-0.184560,-0.047044,9.541333,-0.958868,2.313666,153.369434
1650.000000,-1.975203,-2.543016,-0.004806,0.187338,9.913688,6.847107,-1.139965,155.063608
1660.000000,-0.424147,-1.017769,0.070619,-0.427289,9.925483,-10.951615,-0.083752,154.246719
1670.000000,1.076494,0.508925,0.153345,-0.024130,9.734617,0.083521,-9.860368,154.052400
1680.000000,2.674850,2.034895,0.123071,-1.559517,9.955281,-2.214902,10.418660,152.877688
1690.000000,4.283045,3.557973,0.125478,-0.615407,9.922203,4.179413,-5.882180,148.651066
1700.000000,5.770192,5.075996,-0.090553,-0.735654,10.306473,-0.437728,-4.968407,145.991007
1710.000000,7.209350,6.586805,0.175347,-0.909811,9.688888,7.198006,6.898636,144.305020
1720.000000,8.585213,8.088254,-0.066177,-1.788325,9.733081,-1.208123,0.309223,141.295209
1730.000000,9.961489,9.578209,-0.277194,-0.830569,9.709678,-2.364726,8.113098,136.430280
1740.000000,11.414751,11.054553,0.037891,-0.566412,9.521804,3.798738,-3.473935,133.186101
1750.000000,12.599458,12.515188,0.099934,-0.476577,10.369835,-7.017557,1.274231,131.746258
1760.000000,13.989135,13.958038,0.221218,0.135079,9.526905,-13.522977,-3.340801,129.836307
1770.000000,15.345428,15.381053,0.065202,-0.896277,9.830881,-5.650871,-0.662960,130.312442
1780.000000,16.735962,16.782211,-0.041823,-1.733004,9.606611,-2.113518,4.914976,128.451538
1790.000000,17.955562,18.159520,-0.132445,-1.472306,9.806787,-2.161002,-0.784463,122.646873
1800.000000,19.151357,19.511024,-0.104349,-1.450360,9.760479,0.562593,5.172189,119.416006
1810.000000,20.239264,20.834801,-0.139042,-0.625038,9.959779,4.395295,1.582059,114.540357
1820.000000,21.438540,22.128971,-0.013988,-1.983246,10.080752,3.089611,0.015852,113.339147
1830.000000,22.654182,23.391694,0.186221,-1.211887,9.816272,-0.351741,-3.394694,108.986641
1840.000000,23.597491,24.621177,-0.037373,-0.261296,9.763201,8.144741,-4.681031,104.079406
1850.000000,24.762447,25.815672,-0.071992,-0.274976,9.660214,-0.026548,3.537841,103.006977
1860.000000,25.845801,26.973481,0.253503,-0.431897,9.713425,-0.602360,12.182343,101.761424
1870.000000,26.792646,28.092959,0.125714,-0.109035,9.735872,0.498858,-7.991811,99.336500
1880.000000,27.819471,29.172516,-0.088056,-0.707622,9.947129,0.813543,-6.964910,99.500779
1890.000000,28.716937,30.210616,-0.182214,-1.337998,9.496036,-7.788087,-13.164422,97.198215
1900.000000,29.753215,31.205786,0.461225,-1.618433,9.366381,-6.505368,-1.307474,94.440908
1910.000000,30.711732,32.156611,-0.179835,-1.709888,9.962067,11.033318,0.720392,89.446811
1920.000000,31.667099,33.061740,0.128033,-1.244956,9.631784,9.800399,-2.452665,84.564889
1930.000000,32.397719,33.919886,-0.014623,-0.825922,9.451906,6.310014,-6.250311,82.279214
1940.000000,33.208821,34.729830,0.220214,-0.884322,9.921544,8.861858,-4.272324,79.400800
1950.000000,34.022272,35.490421,0.129250,-2.559554,9.790157,-1.953783,4.474472,76.470331
1960.000000,34.909586,36.200578,-0.165868,-2.025515,9.915200,6.682526,4.090290,70.656930
1970.000000,35.494159,36.859292,0.074925,-2.713602,9.506352,0.189528,-3.835025,64.297416
1980.000000,36.293711,37.465627,0.123706,-2.395272,9.826263,0.799533,4.186973,55.341616
1990.000000,36.728902,38.018721,0.104128,-1.990242,9.617669,0.103676,8.524120,48.172640
2000.000000,37.198686,38.517789,0.084665,-2.212428,9.906728,5.273830,4.664608,44.804166
2010.000000,37.685821,38.962121,0.019818,-2.794903,9.939024,-3.089823,-7.152465,37.799340
2020.000000,38.118113,39.351085,0.203234,-2.683550,9.757975,7.030982,4.591215,30.046023
2030.000000,38.347617,39.684130,-0.275462,-0.920492,9.852712,6.738246,-0.680685,23.443355
2040.000000,38.601506,39.960781,0.199906,-3.075541,9.920341,5.228245,-2.664768,19.457898
2050.000000,38.732020,40.180645,0.289605,-3.046494,9.757783,1.323472,1.237836,10.423763
2060.000000,38.913070,40.343411,-0.111374,-1.720915,9.727153,-1.429411,4.500083,2.977389
2070.000000,38.971267,40.448847,-0.164890,-2.080176,9.461959,-0.587271,-2.651620,-1.682463
2080.000000,38.924740,40.496802,-0.077249,-1.548541,9.434774,-7.106574,3.377131,-7.165401
2090.000000,38.861128,40.487210,-0.009132,-1.637652,9.568006,-1.142791,-5.723329,-12.738027
2100.000000,38.659381,40.420083,0.081604,-2.701247,9.705811,-2.722720,-1.550811,-17.822765
2110.000000,38.417457,40.295516,-0.243576,-2.047305,9.846479,1.223251,0.788997,-24.663327
2120.000000,38.372205,40.113688,0.088890,-0.864434,9.883413,-0.844226,2.473727,-31.015686
2130.000000,37.976794,39.874856,-0.009963,-1.600534,9.921811,-3.015566,2.256433,-33.353328
2140.000000,37.716284,39.579359,-0.291590,-1.287666,10.045654,-4.685148,-0.525029,-38.331317
2150.000000,37.315391,39.227618,-0.134140,-0.910461,9.765088,-12.786712,0.182625,-41.560791
2160.000000,36.782096,38.820132,-0.023230,-1.150181,9.830972,6.049806,-2.123087,-45.172684
2170.000000,36.449485,38.357481,-0.100814,-1.090244,9.634206,12.653451,-6.169345,-47.987013
2180.000000,35.932144,37.840322,-0.090471,-2.131661,9.887783,3.253058,-5.050604,-51.904329
2190.000000,35.493569,37.269390,0.131229,-0.721237,10.076117,-2.391567,-2.992805,-56.917033
2200.000000,34.873119,36.645496,0.306585,-0.408579,9.658015,2.315200,5.989376,-59.777778
2210.000000,34.089925,35.969526,-0.124747,-1.207975,9.948412,12.354839,3.585227,-60.556110
2220.000000,33.677271,35.242442,-0.160633,-2.186398,9.933460,-4.082834,-11.020013,-63.327651
2230.000000,33.100252,34.465277,0.194769,-2.105821,9.867860,3.584754,-1.421448,-70.339244
2240.000000,32.251833,33.639134,0.160537,-3.567148,9.402612,0.229766,2.901694,-76.641760
2250.000000,31.615792,32.765188,-0.188166,-1.419521,9.308760,-6.991887,9.191440,-87.723989
2260.000000,30.599878,31.844682,0.187794,-1.538797,10.040394,-1.642750,-4.826148,-92.482471
2270.000000,29.746582,30.878922,-0.533690,-2.077164,9.871498,4.174244,-0.460652,-96.562546
2280.000000,28.739612,29.869281,0.163400,-1.398860,9.848587,1.379754,2.409885,-102.110826
2290.000000,27.771257,28.817195,0.070466,-1.646616,10.335653,-2.045373,-1.909002,-107.025695
2300.000000,26.710486,27.724158,-0.203928,-1.270360,9.719766,-4.192244,-5.087292,-109.822638
2310.000000,25.615491,26.591723,-0.231669,-2.198030,9.697958,-1.777587,1.137146,-113.957979
2320.000000,24.478781,25.421500,-0.114714,-1.759288,9.928754,-1.566187,-2.602173,-120.865206
2330.000000,23.220529,24.215152,0.096979,-0.973108,10.047566,17.312956,-4.117984,-123.129120
2340.000000,22.113023,22.974392,-0.167674,-2.984082,9.741037,-2.467832,0.400363,-126.975331
2350.000000,20.686845,21.700985,0.021965,-0.295778,9.811315,3.598163,2.278271,-136.725711
2360.000000,19.432435,20.396740,0.033183,-0.978189,9.619809,1.843332,2.551683,-137.258669
2370.000000,17.890176,19.063509,-0.137753,0.846955,9.953466,-4.896274,-5.004840,-141.318532
2380.000000,16.613563,17.703189,0.334370,0.584933,9.764457,5.740376,1.470934,-138.218732
2390.000000,15.184585,16.317711,0.141206,-0.709980,9.849715,7.032274,1.590839,-137.291297
2400.000000,13.838986,14.909044,0.147542,-1.108406,10.230632,2.755710,5.074134,-139.030277
2410.000000,12.451053,13.479192,-0.042177,-0.832877,10.077106,0.824790,1.083434,-142.750997
2420.000000,10.974874,12.030184,-0.212840,0.482349,9.696119,-12.669611,5.828389,-145.402396
2430.000000,9.561248,10.564081,0.057284,0.366862,10.090116,8.996060,-0.344919,-142.571064
2440.000000,8.218609,9.082966,0.116876,0.690433,10.159538,-0.561828,-6.653070,-142.399586
2450.000000,6.770243,7.588943,0.170312,-1.029726,9.723631,-6.070475,-2.304770,-139.716195
2460.000000,5.269468,6.084136,-0.103700,0.393196,10.095144,-5.315313,-2.370227,-141.502502
2470.000000,3.834288,4.570684,-0.172831,0.260026,9.553062,5.071849,-2.115323,-140.604569
2480.000000,2.606557,3.050736,0.115311,1.455811,9.625941,-7.417780,-5.823752,-141.522493
2490.000000,1.057683,1.526452,-0.252601,-0.260080,10.063493,0.757571,-1.311301,-136.806608
2500.000000,-0.298164,0.000000,0.165084,-1.373125,9.633822,7.642723,-3.499137,-137.858169
2510.000000,-1.664852,-1.526452,0.271310,-0.861075,9.803009,4.190385,9.506706,-140.517838
2520.000000,-3.102018,-3.050736,-0.247945,0.112583,9.958980,-2.385070,-11.753952,-143.897121
2530.000000,-4.493318,-4.570684,-0.173596,0.631643,9.649875,4.420570,-2.721922,-143.059078
2540.000000,-6.025735,-6.084136,-0.086126,1.314022,9.489361,0.417682,-5.778125,-141.791799
2550.000000,-7.420154,-7.588943,0.509221,-0.328734,9.773134,3.920820,-4.503913,-138.005321
2560.000000,-8.833424,-9.082966,0.089953,0.695216,9.613266,4.789769,12.031977,-139.737077
2570.000000,-10.324790,-10.564081,-0.109062,-0.732977,10.001608,-3.410824,-3.761302,-138.504082
2580.000000,-11.594605,-12.030184,0.187779,0.805159,9.914696,12.801460,-11.521919,-139.880124
2590.000000,-13.004210,-13.479192,0.177210,0.893527,9.688254,-2.785939,7.260544,-138.271028
2600.000000,-14.275719,-14.909044,0.113738,0.243302,9.848185,-1.499032,-6.470195,-135.069442
2610.000000,-15.665461,-16.317711,-0.121621,0.408712,9.565904,-6.618015,-3.325053,-133.311585
2620.000000,-17.007352,-17.703189,0.236198,0.790331,9.814557,5.209768,3.271387,-134.146603
2630.000000,-18.386636,-19.063509,-0.007732,0.765134,9.746126,-5.549621,-9.370772,-131.375892
2640.000000,-19.653353,-20.396740,-0.150094,0.963925,9.761694,4.423427,3.849400,-129.281712
2650.000000,-21.078067,-21.700985,0.019705,2.480949,9.437888,1.000125,-15.266848,-126.193337
2660.000000,-22.144064,-22.974392,0.016952,1.153534,9.644168,-0.094914,0.392773,-119.478629
2670.000000,-23.469565,-24.215152,-0.217219,1.556747,9.732335,-9.288770,7.340888,-117.297258
2680.000000,-24.660409,-25.421500,0.180189,1.659790,9.741500,-5.821613,2.781395,-112.005523
2690.000000,-25.580160,-26.591723,0.145055,1.489273,9.838003,8.611979,-0.176928,-106.910001
2700.000000,-26.740655,-27.724158,-0.274070,0.500232,9.705967,2.137400,3.746861,-102.906624
2710.000000,-27.834380,-28.817195,0.074070,1.499952,9.693920,-7.941975,0.059876,-101.988747
2720.000000,-28.950923,-29.869281,0.125765,0.853208,9.814429,3.290898,2.304041,-96.574514
2730.000000,-29.900746,-30.878922,0.004800,2.254044,9.799858,-1.406022,-2.085922,-95.834130
2740.000000,-30.686231,-31.844682,-0.396165,2.535449,10.186167,3.540298,-4.678351,-87.557283
2750.000000,-31.507337,-32.765188,-0.345988,0.178555,10.038632,5.447916,-6.720348,-81.344867
2760.000000,-32.415412,-33.639134,0.193802,2.202784,9.600792,5.227895,3.870303,-80.249647
2770.000000,-33.243157,-34.465277,-0.509826,1.154774,9.678371,-12.030154,0.564649,-73.852878
2780.000000,-33.925320,-35.242442,0.230116,1.953092,9.977045,1.185064,8.151709,-70.499469
2790.000000,-34.777873,-35.969526,0.281050,1.985707,9.894101,0.044598,-1.442613,-64.252667
2800.000000,-35.320075,-36.645496,0.073518,1.847985,10.055282,4.530570,2.341624,-58.983981
2810.000000,-35.971548,-37.269390,-0.169694,1.437840,10.087968,-13.823223,-6.289020,-53.118656
